oem,ownerNo,transmission,km,modelYear,Fuel Type,Engine Displacement,Mileage,Max Power,model,Gear Box,bt,price
Tata,2.0,Manual,46000.0,2017.0,Petrol,1198.0,17.0,108.5,Tata Nexon,6.0,SUV,725000.0
Mahindra,1.0,Automatic,9000.0,2020.0,Diesel,1949.5,15.2,130.0,Mahindra Thar,6.0,SUV,1775000.0
Ford,2.0,Manual,70000.0,2018.0,Diesel,1498.0,26.1,99.23,Ford Aspire,5.0,Sedan,650000.0
Volvo,2.0,Automatic,78000.0,2014.0,Diesel,1949.5,27.03,177.67499999999998,Volvo S60,7.5,Sedan,1395000.0
Honda,1.0,Manual,1500.0,2021.0,Diesel,1498.0,24.7,98.63,Honda Amaze,5.0,Sedan,865000.0
BMW,2.0,Automatic,70000.0,2011.0,Diesel,1949.5,18.48,177.0,BMW 5 Series,6.0,Sedan,1423000.0
MG,1.0,Automatic,8187.0,2023.0,Diesel,1949.5,13.92,158.79,MG Gloster,7.5,SUV,1775000.0
Maruti,3.0,Manual,81777.0,2014.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,475000.0
Honda,2.0,Automatic,48698.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,747000.0
Kia,1.0,Automatic,21000.0,2020.0,Petrol,1353.0,16.5,138.08,Kia Seltos,7.0,SUV,1590000.0
Hyundai,2.0,Automatic,67771.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,4.0,Hatchback,520000.0
Maruti,1.0,Manual,60386.0,2015.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,530000.0
Hyundai,1.0,Manual,111374.0,2010.0,Petrol,1197.0,18.5,82.85,Hyundai i20,5.0,Hatchback,312000.0
Hyundai,2.0,Manual,33000.0,2017.0,Petrol,1591.0,15.8,121.3,Hyundai Creta,6.0,SUV,920000.0
Maruti,1.0,Manual,40561.0,2021.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,403000.0
Maruti,1.0,Manual,92529.0,2013.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,415000.0
Honda,1.0,Automatic,42000.0,2019.0,Petrol,1199.0,18.1,88.7,Honda Amaze,3.5,Sedan,850000.0
Kia,1.0,Automatic,55342.0,2020.0,Diesel,1949.5,14.11,177.67499999999998,Kia Carnival,7.5,MUV,1775000.0
Ford,1.0,Manual,51000.0,2021.0,Diesel,1498.0,21.7,98.96,Ford Ecosport,5.0,SUV,1145000.0
Mahindra,2.0,Manual,37000.0,2018.0,Diesel,1949.5,15.1,152.87,Mahindra XUV500,6.0,SUV,1275000.0
Honda,1.0,Manual,36468.0,2017.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,645000.0
Mahindra,1.0,Manual,11250.0,2022.0,Petrol,1197.0,16.82,108.62,Mahindra XUV300,6.0,SUV,1440000.0
Maruti,1.0,Manual,36000.0,2019.0,Petrol,1462.0,19.01,103.26,Maruti Ertiga,5.0,MUV,1145000.0
Hyundai,1.0,Automatic,36368.0,2019.0,Petrol,998.0,18.15,118.35,Hyundai Venue,7.0,SUV,1225000.0
Mercedes-Benz,2.0,Automatic,36000.0,2016.0,Diesel,1949.5,13.5,177.67499999999998,Mercedes-Benz S-Class,7.0,Sedan,1775000.0
BMW,3.0,Automatic,62000.0,2017.0,Diesel,1949.5,18.56,177.67499999999998,BMW X3,7.5,SUV,1775000.0
Honda,1.0,Manual,39466.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,888000.0
Maruti,1.0,Manual,49570.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,507000.0
Volkswagen,2.0,Automatic,23382.0,2018.0,Petrol,1197.0,18.19,103.2,Volkswagen Vento,7.0,Sedan,1020000.0
Maruti,1.0,Manual,42954.0,2021.0,Petrol,998.0,21.7,67.05,Maruti S-Presso,5.0,Hatchback,472000.0
Maruti,1.0,Manual,68306.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,471000.0
Hyundai,1.0,Manual,54961.0,2018.0,Diesel,1396.0,22.54,88.76,Hyundai i20,6.0,Hatchback,821000.0
Maruti,1.0,Manual,91087.0,2015.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,510000.0
Renault,1.0,Manual,16691.0,2022.0,Petrol,999.0,21.74,67.0,Renault KWID,5.0,Hatchback,599000.0
Maruti,1.0,Manual,80190.0,2016.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,402000.0
Hyundai,1.0,Manual,54639.0,2017.0,Petrol,1591.0,15.29,121.3,Hyundai Creta,6.0,SUV,1002000.0
Maruti,1.0,Manual,50225.0,2020.0,Petrol,1462.0,18.55,103.25,Maruti SX4 S Cross,5.0,SUV,975000.0
Hyundai,1.0,Manual,68017.0,2018.0,Diesel,1396.0,22.54,88.76,Hyundai i20,6.0,Hatchback,795000.0
Volkswagen,1.0,Manual,87912.0,2016.0,Petrol,1199.0,16.2,74.0,Volkswagen Polo,5.0,Hatchback,550000.0
Tata,1.0,Manual,2045.0,2021.0,Petrol,1199.0,17.57,118.36,Tata Nexon,6.0,SUV,1298000.0
Maruti,1.0,Manual,24305.0,2021.0,Petrol,1462.0,18.55,103.25,Maruti SX4 S Cross,5.0,SUV,1085000.0
Tata,1.0,Automatic,2500.0,2015.0,Petrol,745.5,25.4,37.5,Tata Nano,4.0,Hatchback,335000.0
Tata,1.0,Automatic,31489.0,2020.0,Petrol,1199.0,17.05,118.35,Tata Nexon,6.0,SUV,1109000.0
Fiat,2.0,Manual,82268.0,2014.0,Petrol,1368.0,14.6,112.0,Fiat Linea,5.0,Sedan,350000.0
Ford,1.0,Manual,73834.0,2019.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,895000.0
Toyota,2.0,Manual,73000.0,2014.0,Diesel,1949.5,13.0,168.5,Toyota Fortuner,5.0,SUV,1775000.0
Maruti,1.0,Manual,41436.0,2017.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,466000.0
Honda,2.0,Manual,19024.0,2019.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,924000.0
Mahindra,1.0,Manual,73000.0,2016.0,Diesel,1949.5,14.02,118.3,Mahindra Xylo,5.0,MUV,775000.0
Maruti,2.0,Manual,73140.0,2020.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,378000.0
Maruti,1.0,Manual,29289.0,2015.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,555000.0
Honda,1.0,Automatic,39116.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,899000.0
Maruti,1.0,Manual,41958.0,2019.0,Petrol,796.0,24.7,47.3,Maruti Alto 800,5.0,Hatchback,370000.0
Honda,1.0,Manual,26626.0,2018.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,810000.0
Honda,1.0,Automatic,63460.0,2019.0,Petrol,1199.0,18.2,88.7,Honda Jazz,5.0,Hatchback,774000.0
Hyundai,1.0,Manual,35711.0,2019.0,Petrol,1086.0,20.3,68.0,Hyundai Santro,5.0,Hatchback,530000.0
Honda,1.0,Manual,20057.0,2020.0,Petrol,1199.0,16.5,88.5,Honda WR-V,5.0,SUV,945000.0
Tata,1.0,Manual,25396.0,2020.0,Petrol,1199.0,19.33,86.83,Tata Altroz,5.0,Hatchback,880000.0
Hyundai,1.0,Manual,88000.0,2013.0,Diesel,1396.0,21.27,88.76,Hyundai i20,6.0,Hatchback,525000.0
Jeep,1.0,Automatic,62000.0,2019.0,Petrol,1368.0,14.1,160.77,Jeep Compass,7.0,SUV,1605000.0
Honda,1.0,Manual,35993.0,2020.0,Petrol,1498.0,18.6,119.35,Honda City,6.0,Sedan,1170000.0
Hyundai,1.0,Automatic,34000.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,650000.0
Honda,1.0,Manual,51338.0,2019.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,875000.0
Hyundai,1.0,Manual,74280.0,2015.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,500000.0
Land Rover,1.0,Automatic,82000.0,2019.0,Diesel,1949.5,12.65,177.67499999999998,Land Rover Range Rover Sport,7.5,SUV,1775000.0
Audi,1.0,Automatic,63773.0,2015.0,Diesel,1949.5,17.68,174.33,Audi A6,7.5,Sedan,1775000.0
Hyundai,2.0,Manual,101356.0,2015.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,395000.0
Maruti,1.0,Manual,75591.0,2020.0,CNG,796.0,27.999999999999996,40.36,Maruti Alto 800,5.0,Hatchback,421000.0
Hyundai,1.0,Automatic,72208.0,2017.0,Petrol,1591.0,13.0,121.3,Hyundai Creta,6.0,SUV,1300000.0
Maruti,1.0,Manual,51489.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,490000.0
Maruti,1.0,Automatic,74643.0,2017.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,520000.0
BMW,2.0,Automatic,44000.0,2008.0,Diesel,1949.5,15.3,177.67499999999998,BMW X5,7.5,SUV,1450000.0
Honda,1.0,Automatic,79575.0,2017.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,616000.0
Honda,1.0,Manual,54097.0,2018.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,825000.0
Honda,2.0,Manual,35288.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,838000.0
Maruti,1.0,Automatic,70314.0,2019.0,Petrol,1197.0,22.56,88.5,Maruti Swift,5.0,Hatchback,618000.0
Renault,2.0,Manual,96939.0,2017.0,Diesel,1461.0,19.72,108.45,Renault Duster,6.0,SUV,875000.0
Nissan,2.0,Manual,44824.0,2010.0,Petrol,1198.0,18.06,75.0,Nissan Micra,5.0,Hatchback,390000.0
Toyota,2.0,Manual,155000.0,2014.0,Diesel,1949.5,12.99,100.6,Toyota Innova,5.0,MUV,1349000.0
Honda,2.0,Manual,92673.0,2012.0,Petrol,1497.0,16.8,116.3,Honda City,5.0,Sedan,500000.0
Mercedes-Benz,2.0,Automatic,79000.0,2014.0,Diesel,1949.5,11.3,177.67499999999998,Mercedes-Benz GL-Class,7.0,SUV,1775000.0
Jeep,1.0,Automatic,20183.0,2020.0,Diesel,1949.5,17.1,173.0,Jeep Compass,7.5,SUV,1775000.0
Toyota,1.0,Automatic,77130.0,2018.0,Petrol,1496.0,17.8,105.5,Toyota Yaris,7.0,Sedan,795000.0
Ford,1.0,Automatic,45000.0,2017.0,Petrol,1496.0,14.7,120.69,Ford Ecosport,6.0,SUV,775000.0
Maruti,2.0,Automatic,27025.0,2017.0,Petrol,1197.0,19.56,81.8,Maruti Baleno,3.5,Hatchback,745000.0
Kia,1.0,Manual,105153.0,2019.0,Petrol,1353.0,16.1,138.0,Kia Seltos,6.0,SUV,1125000.0
Mahindra,1.0,Manual,70509.0,2016.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1030000.0
Renault,2.0,Automatic,11662.0,2020.0,Petrol,999.0,22.0,67.0,Renault KWID,5.0,Hatchback,582000.0
Hyundai,1.0,Manual,36176.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,615000.0
Honda,2.0,Automatic,74342.0,2015.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,560000.0
Maruti,1.0,Manual,89837.0,2016.0,Diesel,1248.0,27.39,74.0,Maruti Baleno,5.0,Hatchback,710000.0
Maruti,2.0,Manual,11912.0,2015.0,Petrol,1197.0,21.21,81.8,Maruti Swift,5.0,Hatchback,535000.0
Maruti,2.0,Manual,55544.0,2012.0,Diesel,1248.0,22.9,74.0,Maruti Swift,5.0,Hatchback,446000.0
Ford,1.0,Automatic,27027.0,2019.0,Petrol,1497.0,14.8,121.36,Ford Ecosport,6.0,SUV,1018000.0
Honda,1.0,Automatic,56363.0,2017.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,840000.0
Hyundai,2.0,Manual,42094.0,2016.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,5.0,Sedan,654000.0
Kia,1.0,Manual,114912.0,2019.0,Petrol,1353.0,16.1,138.0,Kia Seltos,6.0,SUV,1125000.0
Maruti,1.0,Manual,33649.0,2016.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,585000.0
Kia,1.0,Manual,54000.0,2019.0,Petrol,1497.0,16.8,113.43,Kia Seltos,6.0,SUV,1250000.0
Hyundai,2.0,Manual,69798.0,2014.0,Petrol,1197.0,19.1,82.0,Hyundai Xcent,5.0,Sedan,475000.0
Hyundai,2.0,Manual,69000.0,2010.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,310000.0
Jeep,1.0,Automatic,49001.0,2020.0,Diesel,1949.5,17.1,173.0,Jeep Compass,6.0,SUV,1775000.0
Hyundai,2.0,Automatic,57527.0,2017.0,Diesel,1582.0,22.0,126.2,Hyundai Verna,6.0,Sedan,1085000.0
Fiat,1.0,Manual,57367.0,2015.0,Diesel,1248.0,20.5,91.7,Fiat Punto EVO,5.0,Hatchback,475000.0
Maruti,2.0,Manual,50936.0,2015.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,406000.0
Hyundai,1.0,Manual,23237.0,2022.0,Diesel,1493.0,25.0,98.63,Hyundai i20,6.0,Hatchback,1084000.0
Maruti,1.0,Automatic,66596.0,2016.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,445000.0
Mahindra,1.0,Manual,36613.0,2016.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1382000.0
Maruti,1.0,Manual,74104.0,2015.0,Petrol,1197.0,20.85,83.14,Maruti Swift Dzire,5.0,Sedan,601000.0
Hyundai,1.0,Manual,6777.0,2022.0,Petrol,1086.0,20.3,68.05,Hyundai Santro,5.0,Hatchback,594000.0
Ford,1.0,Manual,14560.0,2020.0,Petrol,1496.0,15.9,120.69,Ford Ecosport,5.0,SUV,960000.0
Maruti,1.0,Automatic,27000.0,2021.0,Petrol,998.0,21.7,67.05,Maruti S-Presso,5.0,Hatchback,575000.0
Honda,2.0,Automatic,90333.0,2015.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,729000.0
Mini,1.0,Automatic,50114.0,2019.0,Petrol,1949.5,16.6,177.67499999999998,Mini Cooper Countryman,7.5,SUV,1775000.0
Maruti,1.0,Manual,69301.0,2017.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,962000.0
Renault,1.0,Manual,71306.0,2021.0,Petrol,999.0,21.74,67.0,Renault KWID,5.0,Hatchback,450000.0
Maruti,1.0,Automatic,35135.0,2019.0,Petrol,1197.0,19.56,81.8,Maruti Baleno,3.5,Hatchback,849000.0
Maruti,1.0,Manual,40561.0,2016.0,Diesel,1248.0,23.2,73.94,Maruti Ritz,5.0,Hatchback,535000.0
Hyundai,1.0,Manual,90000.0,2012.0,Petrol,1197.0,17.0,80.0,Hyundai i20,5.0,Hatchback,435000.0
Honda,2.0,Automatic,60000.0,2017.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,685000.0
BMW,1.0,Automatic,30000.0,2019.0,Diesel,1949.5,16.55,177.67499999999998,BMW X3,7.5,SUV,1775000.0
Renault,2.0,Manual,60000.0,2016.0,Diesel,1461.0,19.87,83.8,Renault Duster,5.0,SUV,730000.0
Mahindra,1.0,Manual,102000.0,2015.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1145000.0
Maruti,2.0,Manual,41659.0,2015.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,410000.0
Audi,2.0,Automatic,85300.0,2009.0,Petrol,1781.0,12.3,163.2,Audi A4,7.0,Sedan,1075000.0
Hyundai,2.0,Automatic,32483.0,2017.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,4.0,Sedan,849000.0
Hyundai,1.0,Manual,34376.0,2018.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,749000.0
Hyundai,1.0,Manual,36540.0,2017.0,Petrol,1591.0,15.29,121.3,Hyundai Creta,6.0,SUV,872000.0
Hyundai,2.0,Manual,148625.0,2011.0,Petrol,1197.0,17.0,80.0,Hyundai i20,5.0,Hatchback,306000.0
Audi,3.5,Automatic,81000.0,2013.0,Diesel,1949.5,14.57,177.67499999999998,Audi A6,7.5,Sedan,995000.0
Hyundai,2.0,Manual,5609.0,2013.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,348000.0
Audi,1.0,Automatic,37000.0,2019.0,Petrol,1395.0,19.2,150.0,Audi A3,7.0,Sedan,1775000.0
Hyundai,1.0,Manual,6000.0,2021.0,Petrol,1949.5,14.5,156.9,Hyundai Alcazar,6.0,SUV,1725000.0
Renault,1.0,Manual,61000.0,2013.0,Diesel,1461.0,21.8,78.0,Renault Fluence,6.0,Sedan,500000.0
Renault,2.0,Automatic,30285.0,2018.0,Petrol,999.0,24.04,67.0,Renault KWID,5.0,Hatchback,417000.0
Volkswagen,2.0,Manual,80153.0,2011.0,Diesel,1598.0,20.54,103.6,Volkswagen Vento,5.0,Sedan,399000.0
Hyundai,1.0,Automatic,49641.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,4.0,Hatchback,541000.0
Maruti,2.0,Automatic,83075.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,568000.0
Maruti,1.0,Manual,45677.0,2018.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,730000.0
Maruti,1.0,Manual,81849.0,2017.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,446000.0
Maruti,2.0,Manual,67791.0,2015.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,638000.0
Volvo,1.0,Automatic,38100.0,2018.0,Diesel,1949.5,18.0,177.67499999999998,Volvo XC40,7.5,SUV,1775000.0
Hyundai,1.0,Manual,65015.0,2018.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,694000.0
Mercedes-Benz,2.0,Automatic,47000.0,2018.0,Diesel,1949.5,17.9,170.0,Mercedes-Benz GLC,7.5,SUV,1775000.0
Maruti,1.0,Manual,62029.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,493000.0
Maruti,1.0,Manual,94926.0,2017.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,637000.0
Hyundai,1.0,Manual,119487.0,2012.0,Petrol,1197.0,17.0,80.0,Hyundai i20,5.0,Hatchback,365000.0
Mahindra,1.0,Manual,126000.0,2019.0,Diesel,1949.5,15.96,62.1,Mahindra Bolero,5.0,SUV,825000.0
Volkswagen,1.0,Manual,70332.0,2017.0,Diesel,1498.0,21.66,108.62,Volkswagen Ameo,5.0,Sedan,645000.0
Maruti,1.0,Manual,37950.0,2017.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,585000.0
Hyundai,1.0,Manual,38100.0,2019.0,Petrol,1197.0,18.6,81.86,Hyundai i20,5.0,Hatchback,835000.0
Toyota,2.0,Manual,155000.0,2012.0,Diesel,1949.5,12.55,168.5,Toyota Fortuner,5.0,SUV,1649000.0
Maruti,2.0,Manual,56000.0,2008.0,Petrol,1586.0,15.0,104.68,Maruti SX4,5.0,Sedan,330000.0
Honda,2.0,Manual,42000.0,2014.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,425000.0
Hyundai,1.0,Manual,93003.0,2018.0,Diesel,1396.0,22.54,88.73,Hyundai i20,6.0,Hatchback,750000.0
Hyundai,2.0,Automatic,36000.0,2017.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,4.0,Hatchback,675000.0
Kia,1.0,Automatic,20000.0,2022.0,Petrol,998.0,18.279999999999998,118.36,Kia Sonet,7.0,SUV,1150000.0
Maruti,1.0,Manual,20687.0,2015.0,Petrol,1196.0,15.37,73.0,Maruti Eeco,5.0,Minivans,415000.0
Nissan,1.0,Manual,30000.0,2021.0,Petrol,999.0,20.0,98.63,Nissan Magnite,5.0,SUV,750000.0
Hyundai,1.0,Manual,59247.0,2015.0,Petrol,1086.0,19.81,68.05,Hyundai i10,5.0,Hatchback,398000.0
Honda,1.0,Manual,50000.0,2015.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,550000.0
Mercedes-Benz,1.0,Automatic,20000.0,2016.0,Diesel,1949.5,13.0,177.67499999999998,Mercedes-Benz E-Class,7.0,Sedan,1775000.0
Maruti,1.0,Automatic,29403.0,2016.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,453000.0
Maruti,1.0,Manual,42700.0,2010.0,Petrol,998.0,19.0,66.1,Maruti A-Star,5.0,Hatchback,285000.0
BMW,1.0,Automatic,23001.0,2018.0,Diesel,1949.5,16.55,177.67499999999998,BMW X3,7.5,SUV,1775000.0
Ford,2.0,Automatic,25925.0,2018.0,Petrol,1497.0,14.8,121.36,Ford Ecosport,6.0,SUV,821000.0
Hyundai,1.0,Manual,20000.0,2021.0,Petrol,1197.0,21.0,81.8,Hyundai i20,5.0,Hatchback,865000.0
Honda,1.0,Automatic,17711.0,2019.0,Petrol,1199.0,18.2,88.7,Honda Jazz,5.0,Hatchback,792000.0
BMW,1.0,Automatic,50000.0,2020.0,Diesel,1949.5,20.37,177.67499999999998,BMW 3 Series,7.5,Sedan,1775000.0
Maruti,1.0,Manual,50000.0,2018.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,610000.0
Hyundai,2.0,Manual,51125.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,511000.0
Tata,1.0,Manual,69233.0,2019.0,Diesel,1497.0,21.5,108.5,Tata Nexon,6.0,SUV,710000.0
Jeep,1.0,Manual,65000.0,2017.0,Diesel,1949.5,17.1,167.67,Jeep Compass,6.0,SUV,1225000.0
Honda,1.0,Manual,93281.0,2014.0,Petrol,1497.0,17.4,117.3,Honda City,5.0,Sedan,570000.0
Toyota,1.0,Manual,18000.0,2022.0,Diesel,1949.5,19.227390440730282,177.67499999999998,Toyota Fortuner,6.0,SUV,1775000.0
Honda,2.0,Manual,99225.0,2014.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,375000.0
Hyundai,1.0,Manual,30000.0,2016.0,Petrol,998.0,20.3,68.05,Hyundai EON,5.0,Hatchback,275000.0
Honda,1.0,Manual,30602.0,2014.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,429000.0
Maruti,1.0,Manual,64500.0,2018.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,675000.0
Honda,2.0,Manual,46809.0,2017.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,793000.0
Tata,1.0,Automatic,20000.0,2020.0,Electric,745.5,19.227390440730282,127.0,Tata Nexon EV,5.0,SUV,1100000.0
Hyundai,1.0,Automatic,20000.0,2019.0,Diesel,1582.0,17.01,126.2,Hyundai Creta,6.0,SUV,1425000.0
Hyundai,1.0,Automatic,21725.0,2020.0,Petrol,998.0,18.15,118.35,Hyundai Venue,7.0,SUV,1036000.0
Honda,1.0,Manual,80000.0,2016.0,Petrol,1497.0,17.8,117.3,Honda City,5.0,Sedan,800000.0
Audi,2.0,Automatic,88000.0,2013.0,Petrol,1949.5,13.53,177.01,Audi A6,7.5,Sedan,1400000.0
Honda,2.0,Automatic,30360.0,2019.0,Petrol,1497.0,17.4,117.6,Honda City,3.5,Sedan,1088000.0
Maruti,2.0,Automatic,70000.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,590000.0
Hyundai,1.0,Manual,16246.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,568000.0
Maruti,2.0,Automatic,55000.0,2017.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,400000.0
Toyota,1.0,Automatic,13000.0,2022.0,Petrol,1949.5,10.400000000000002,163.6,Toyota Innova Crysta,6.0,MUV,1775000.0
Maruti,2.0,Automatic,71638.0,2016.0,Petrol,998.0,23.1,67.04,Maruti Celerio,5.0,Hatchback,422000.0
Honda,1.0,Manual,46105.0,2015.0,Petrol,1198.0,18.0,86.7,Honda Amaze,5.0,Sedan,450000.0
Honda,1.0,Manual,60000.0,2017.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,650000.0
Honda,1.0,Manual,80000.0,2017.0,Diesel,1498.0,27.3,98.6,Honda Jazz,6.0,Hatchback,575000.0
Mercedes-Benz,1.0,Automatic,58000.0,2015.0,Diesel,1949.5,15.0,107.3,Mercedes-Benz B Class,7.0,Hatchback,1775000.0
Maruti,2.0,Manual,70000.0,2008.0,Petrol,1298.0,15.9,85.0,Maruti Esteem,5.0,Sedan,150000.0
Maruti,1.0,Automatic,61764.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,702000.0
Mahindra,2.0,Manual,36018.0,2016.0,Petrol,1198.0,18.15,82.0,Mahindra KUV 100,5.0,SUV,448000.0
Renault,1.0,Automatic,150000.0,2016.0,Diesel,1461.0,19.6,108.45,Renault Duster,6.0,SUV,650000.0
Hyundai,1.0,Manual,17197.0,2022.0,Petrol,998.0,20.7,98.63,Hyundai Grand i10 Nios,5.0,Hatchback,801000.0
Honda,2.0,Automatic,62931.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,772000.0
Toyota,2.0,Manual,90000.0,2013.0,Petrol,1798.0,14.53,138.1,Toyota Corolla Altis,6.0,Sedan,500000.0
Mahindra,1.0,Manual,21023.0,2021.0,Petrol,1197.0,16.82,108.62,Mahindra XUV300,6.0,SUV,1103000.0
Toyota,1.0,Manual,43000.0,2018.0,Diesel,1364.0,21.43,86.79,Toyota Corolla Altis,6.0,Sedan,1490000.0
Maruti,1.0,Automatic,110505.0,2017.0,Diesel,1248.0,27.999999999999996,74.02,Maruti Swift Dzire,5.0,Sedan,627000.0
Hyundai,1.0,Manual,78892.0,2018.0,Petrol,1591.0,17.0,121.3,Hyundai Verna,6.0,Sedan,835000.0
Audi,1.0,Automatic,59000.0,2015.0,Diesel,1949.5,18.53,177.67499999999998,Audi A6,7.0,Sedan,1775000.0
Chevrolet,1.0,Manual,90058.0,2014.0,Petrol,1199.0,18.2,82.4,Chevrolet Sail,5.0,Sedan,350000.0
Audi,1.0,Automatic,69000.0,2015.0,Diesel,1949.5,13.22,177.67499999999998,Audi Q5,7.0,SUV,1775000.0
Honda,1.0,Manual,67000.0,2019.0,Diesel,1498.0,25.5,98.6,Honda WR-V,6.0,SUV,925000.0
Maruti,1.0,Manual,80000.0,2017.0,Diesel,1248.0,27.999999999999996,88.5,Maruti Ciaz,5.0,Sedan,850000.0
Audi,1.0,Automatic,57000.0,2020.0,Diesel,1949.5,14.75,177.67499999999998,Audi Q7,7.5,SUV,1775000.0
Toyota,1.0,Manual,155000.0,2018.0,Diesel,1949.5,13.68,147.8,Toyota Innova Crysta,5.0,MUV,1775000.0
Mercedes-Benz,1.0,Automatic,155000.0,2018.0,Diesel,1949.5,19.27,167.62,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
